sample,band_window,raman_shift_cm_inverse,raw_intensity,fitted_background,corrected_intensity,fitted_G_height,normalized_corrected_intensity
dark-1,dg,1570.107,390.0009,61.63429338152408,328.36660661847594,334.144647584141,0.9827079649264467
dark-1,dg,1572.036,392.9011,61.5588443938447,331.3422556061553,334.144647584141,0.9916132369671429
dark-1,dg,1573.964,399.4323,61.48343451917086,337.9488654808291,334.144647584141,1.0113849433896145
dark-1,dg,1575.892,390.7505,61.40802464449702,329.342475355503,334.144647584141,0.9856284628128638
dark-1,dg,1577.821,402.7253,61.332575656817646,341.39272434318235,334.144647584141,1.0216914345671695
dark-1,dg,1579.749,398.7397,61.2571657821438,337.48253421785626,334.144647584141,1.0099893464038645
dark-1,dg,1581.678,396.8358,61.18171679446442,335.6540832055356,334.144647584141,1.0045173119854163
dark-1,dg,1583.606,383.8691,61.10630691979058,322.7627930802094,334.144647584141,0.9659373430452285
dark-1,dg,1585.535,380.9445,61.0308579321112,319.9136420678888,334.144647584141,0.9574106435068104
dark-1,dg,1587.463,380.3383,60.955448057437366,319.38285194256264,334.144647584141,0.9558221394587468
dark-1,dg,1589.392,373.7611,60.879999069757986,312.88110093024204,334.144647584141,0.9363642458209821
dark-1,dg,1591.32,372.4716,60.80458919508415,311.6670108049159,334.144647584141,0.9327308189978861
dark-1,dg,1593.249,346.1612,60.72914020740477,285.4320597925952,334.144647584141,0.8542170639459983
dark-1,dg,1595.177,336.6383,60.65373033273093,275.98456966726906,334.144647584141,0.8259434100250651
dark-1,dg,1597.106,345.2336,60.57828134505155,284.6553186549485,334.144647584141,0.8518924983925393
dark-1,dg,1599.034,335.4974,60.502871470377706,274.9945285296223,334.144647584141,0.8229804981699607
dark-1,dg,1600.963,315.6602,60.42742248269833,255.23277751730166,334.144647584141,0.7638391916872811
dark-1,dg,1602.891,306.583,60.35201260802449,246.23098739197553,334.144647584141,0.7368993912433449
dark-1,dg,1604.819,299.1067,60.27660273335065,238.83009726664935,334.144647584141,0.7147506296850363
dark-1,dg,1606.748,284.3861,60.20115374567127,224.18494625432874,334.144647584141,0.6709218533805085
dark-1,dg,1608.676,271.2278,60.12574387099743,211.10205612900256,334.144647584141,0.6317684800737229
dark-1,dg,1610.605,261.8151,60.05029488331805,201.7648051166819,334.144647584141,0.603824740499174
dark-1,dg,1612.533,251.7011,59.97488500864422,191.7262149913558,334.144647584141,0.5737820922092645
dark-1,dg,1614.462,233.5153,59.899436020964835,173.61586397903517,334.144647584141,0.5195829567652043
dark-1,dg,1616.39,225.1991,59.82402614629099,165.375073853709,334.144647584141,0.4949206131217945
dark-1,dg,1618.319,226.0924,59.74857715861162,166.34382284138837,334.144647584141,0.4978198036211288
dark-1,dg,1620.247,205.0611,59.67316728393777,145.38793271606224,334.144647584141,0.43510477802716285
dark-1,dg,1622.176,184.6473,59.59771829625841,125.0495817037416,334.144647584141,0.3742378715560687
dark-1,dg,1624.104,181.2673,59.522308421584555,121.74499157841545,334.144647584141,0.36434817214230203
